N,n,MI
45,10,0.349719442
30,18,0.329616639
36,13,0.8841064
37,19,2.272813712
39,6,0.399156169
49,9,0.145422465
3,11,6.360940602
19,19,1.741970024
13,20,0.765887532
10,17,1.341531226
41,2,0.029786694
48,18,0.842741419
33,3,0.030705657
38,1,0.006637208
3,8,1.703446017
46,8,0.112286798
5,7,3.097891653
31,9,0.550657226
4,12,7.308359868
25,16,0.516808149
36,2,0.067448093
26,17,0.397783425
9,12,3.033456599
30,18,0.354959746
39,16,0.178260935
28,13,0.113425319
3,11,5.202893271
37,10,0.715718356
10,9,1.551025288
20,15,0.614800724
29,13,0.362708248
30,12,0.508312798
35,11,0.107165134
23,18,1.32905968
46,16,0.175496287
27,17,1.775986231
34,6,0.089900147
24,20,0.927057517
30,2,0.112464013
14,9,0.240303156
7,11,2.545739394
28,7,0.434302345
33,20,1.461584461
20,19,0.548594663
11,8,0.522516395
32,20,1.293456176
17,4,0.716825334
11,1,0.020034114
2,16,23.93840743
30,14,0.458999785
14,19,1.5880668
47,20,1.630226799
29,20,0.412604226
36,4,0.249336114
37,3,0.027642949
6,1,0.017479895
43,7,0.429926908
44,10,0.269139731
15,14,2.553217636
50,9,0.33887732
15,7,0.77658396
38,4,0.265385772
47,2,0.01916929
44,4,0.290218595
42,1,0.009217907
32,10,0.507380745
8,1,0.008427646
13,18,0.432408606
21,8,0.730778229
4,3,1.088623939
29,1,0.01050184
5,8,1.330163579
11,20,4.58204311
2,18,71.19895171
24,6,0.10531803
40,19,0.256479715
13,14,2.384728433
8,14,2.840767997
16,16,0.979561998
26,8,0.781213483
38,1,0.003240838
23,9,0.803699652
11,11,1.043799322
37,11,0.15094479
17,5,0.393088794
22,5,0.353702595
43,11,0.534082772
25,4,0.071526383
7,19,2.577964096
19,19,0.29606036
2,2,2.570082611
24,11,0.368834878
50,16,0.976445795
36,8,0.1898812
7,18,3.482765535
41,15,0.14215585
25,1,0.028820329
31,13,0.281128334
16,7,0.968919928
38,20,0.282981116
34,10,0.759035664
13,3,0.093767744
16,3,0.225362612
46,2,0.007925719
43,13,0.10100014
18,15,2.729859983
24,17,1.086437371
34,1,0.028064105
26,15,0.69603865
41,19,0.560657797
11,4,0.310871827
32,1,0.024610466
3,16,10.55883923
16,2,0.084025802
50,1,0.0222188
24,16,0.353439363
20,14,0.367130125
14,7,0.698907987
50,1,0.022520764
21,13,0.333407674
49,8,0.61289717
24,7,0.103583254
39,18,0.771118712
42,14,0.872044562
7,14,1.59889826
31,15,2.344051042
2,20,62.86878134
41,13,0.675556167
38,18,0.508797835
10,6,0.32679875
13,13,0.895175224
15,1,0.050049916
45,14,0.157255694
20,4,0.028942836
14,5,0.263536219
47,1,0.014561571
7,13,2.008055077
14,12,2.317780098
40,4,0.226850134
31,8,0.319289325
20,20,0.678729613
41,10,1.265473934
27,6,0.097761696
23,16,0.121409445
19,3,0.294175138
18,7,0.50862372
31,9,0.51760869
9,12,0.675916459
13,5,0.068910171
13,10,0.915293008
32,7,0.410367645
20,6,0.389065998
13,6,0.352304243
15,6,0.586307295
14,3,0.076716436
18,16,2.99251838
33,11,0.166404553
26,14,0.254734477
34,11,0.182656515
4,12,6.548195572
30,1,0.021779315
20,8,0.407858688
47,19,0.519327494
12,20,1.644543583
16,10,1.708715235
28,3,0.267103522
30,2,0.011712555
36,4,0.102168829
17,8,1.053325386
35,17,1.136457599
15,5,0.593681066
28,15,1.594847467
13,5,0.529489482
42,20,0.426135125
6,4,0.614039502
27,13,1.049737121
28,10,0.507251838
3,11,5.864968613
45,5,0.149694377
7,4,0.512610213
31,5,0.068908295
49,12,0.215838948
26,17,1.197378127
36,20,0.548816242
30,18,1.140532247
23,16,1.270035882
9,10,2.691270654
27,10,0.225364692
49,3,0.029941351
37,1,0.021155792
50,10,0.630287619
35,17,0.316081529
20,13,1.216610065
49,12,0.312957729
9,12,2.91034809
36,15,0.233221942
17,12,0.207758193
38,13,0.300895793
13,1,0.03861311
3,8,4.204423897
26,20,0.554167874
8,19,2.778255974
17,2,0.061817364
28,4,0.076135374
21,18,2.293605426
29,12,0.122486593
34,10,0.129268951
33,5,0.232910704
17,12,0.801555555
30,2,0.094097542
28,10,0.896129914
19,3,0.221656471
6,11,0.762498066
33,2,0.069707711
31,6,0.151867354
39,6,0.0566608
9,2,0.375181887
44,1,0.004746574
45,5,0.161749306
15,19,0.71731656
50,10,0.394879839
41,12,0.281551979
40,13,0.289670171
18,13,0.525064589
48,1,0.026205051
47,5,0.098726262
30,19,1.569335784
9,18,2.681769381
10,4,0.309880961
28,8,0.135511335
16,11,0.384980142
29,20,1.592122984
48,17,0.297456915
20,11,1.075616678
5,20,4.46627883
12,18,0.454833779
3,9,3.460639735
13,15,0.771762177
31,13,0.133625058
42,12,0.613300592
40,18,0.218320889
22,3,0.062487726
37,19,0.412132037
19,10,0.880891857
44,5,0.291829933
18,5,0.080115155
10,1,0.093486644
26,9,1.329211155
22,15,1.199634369
27,2,0.066492018
23,2,0.241472182
50,1,0.009918702
44,11,0.280662572
3,7,3.846058733
49,4,0.117713498
12,17,2.45235072
41,16,0.512650233
35,20,0.735420424
23,18,1.655756649
29,8,0.120096238
47,15,0.331964941
29,19,0.753168614
38,19,0.854649497
46,17,0.248438762
23,10,0.139453827
26,3,0.090119315
36,3,0.128472755
11,2,0.41878608
35,7,0.411760155
28,14,1.224460123
40,13,1.247186788
43,18,0.784151988
44,10,0.507746313
22,3,0.337429596
43,8,0.560047174
28,10,0.596981565
2,3,2.611860488
21,18,0.708710185
23,17,0.484786524
49,2,0.09679296
24,4,0.402683236
9,15,3.334652573
41,9,0.046930145
12,13,0.490818501
25,19,0.229294198
40,15,1.322971845
40,1,0.024002944
45,19,0.801638759
50,4,0.092857395
24,6,0.089032686
15,10,0.957296413
11,16,3.98336398
36,1,0.059720645
38,19,0.85864423
26,16,1.236603122
26,11,0.478172682
15,7,0.303330763
23,17,1.598103147
27,10,0.170689126
12,1,0.058254261
13,10,0.508968647
8,8,2.081333386
49,3,0.053138181
32,3,0.062633831
47,4,0.018341949
11,7,0.577760573
46,13,0.159590795
15,14,1.143582402
42,8,0.202634271
28,8,0.061712161
21,17,0.854330358
4,10,8.416792546
9,16,4.572879431
49,8,0.271683475
44,20,0.484627713
40,4,0.117054668
12,20,4.358088812
36,11,0.606675216
45,5,0.044522121
16,13,0.346632139
28,15,0.077387959
35,18,0.621385293
28,5,0.175099966
25,18,0.425180573
48,13,0.852617369
34,5,0.242895014
36,13,0.690666557
29,11,0.337576572
43,19,0.775234378
37,11,0.896988098
8,15,2.51081328
38,18,0.417332664
39,11,0.721068436
14,7,0.990802765
20,10,0.96986462
49,10,0.04398738
18,10,1.059123823
47,7,0.115725246
37,6,0.102926051
23,17,1.66994173
11,5,0.977803818
15,17,0.5389449
10,12,1.352046762
5,4,1.082032261
5,19,11.74751334
13,6,1.38099476
21,1,0.11875838
24,15,0.315874429
48,20,0.345042449
28,1,0.064143625
37,8,0.46294541
8,4,0.501710863
12,9,0.362722004
35,18,1.35282046
29,3,0.18988204
13,9,0.841630354
46,5,0.219920061
23,1,0.020284368
13,18,1.419042335
49,20,0.097481582
47,20,0.544436761
43,20,1.572906116
16,16,1.141234757
9,4,1.279173534
30,13,0.116715267
27,20,0.656528094
45,14,0.740213333
46,8,0.154083134
37,12,0.984245828
36,10,0.630682997
19,7,1.267597972
24,3,0.089818786
22,10,0.401189616
32,3,0.034155128
3,14,11.5597681
4,19,7.911818836
5,10,2.440796643
23,4,0.053661167
8,5,1.189176988
48,17,0.329887968
10,1,0.048564245
35,18,0.971247598
35,13,0.135912055
13,12,1.874752543
33,10,0.070004587
28,4,0.22196882
36,15,1.233318864
37,9,0.441622806
40,13,0.285625062
6,5,2.174125328
38,17,0.451615514
32,13,0.363751925
2,2,1.322470422
2,7,9.883459643
40,17,0.123712275
26,11,0.450727806
17,1,0.075785647
41,18,0.881928321
18,9,1.661346062
42,8,0.073326208
20,11,1.105333705
39,12,0.361872046
35,4,0.047015806
14,15,1.217120676
43,14,0.211875571
22,15,1.181500308
25,5,0.133684185
34,15,1.382643949
7,10,1.918227165
36,14,0.39765967
49,1,0.06171588
45,8,0.203726992
41,10,0.250423599
26,20,0.805264816
44,9,0.177805073
8,10,0.611450514
37,10,0.808931448
3,1,0.050960648
17,1,0.091857344
5,13,1.821838376
16,4,0.320378554
11,9,2.942880861
44,17,0.19821995
12,2,0.081724384
42,13,0.45659823
31,11,0.13308294
19,13,0.584712591
36,11,0.327552932
22,6,0.4159684
9,13,5.589413068
40,1,0.030321432
10,11,0.909094609
2,12,31.89031361
12,7,0.368622956
13,8,1.863258538
34,11,0.335521506
50,7,0.056802266
36,6,0.564130608
23,12,0.246288511
30,9,0.525097157
20,16,2.143224451
2,2,1.906390469
28,7,0.271295378
7,17,5.620670886
33,7,0.178994621
24,17,0.890115844
27,2,0.057081773
49,13,0.170218134
29,18,0.474006409
29,6,0.207325233
34,17,0.25466788
46,14,0.603463158
34,6,0.175023183
12,15,0.798877265
35,13,0.382011465
17,14,2.898839924
36,14,0.28116403
42,7,0.552210341
45,3,0.063278728
28,13,0.609392427
22,7,0.489148567
10,5,0.283061669
15,13,2.018415324
49,1,0.012556863
29,10,1.086826576
6,2,0.147008805
29,3,0.240857603
42,10,0.379785822
36,11,0.670276321
38,15,0.233875443
33,11,0.289493323
27,8,0.110644785
17,11,0.951885856
44,11,0.18755679
26,2,0.112904205
29,1,0.011594067
7,12,1.762162807
14,1,0.024967038
4,14,7.997299443
10,14,1.740598608
24,16,1.806377533
17,15,1.98373536
46,11,0.432688174
25,16,0.478144302
28,1,0.121132816
12,12,0.647006946
15,19,2.191320087
43,9,0.045931282
34,11,0.565270931
8,5,1.252608644
39,5,0.063064025
3,5,1.701948962
50,9,0.140446702
45,3,0.165451221
41,9,0.597543471
40,10,0.283734929
14,7,1.227827874
9,13,5.420089948
29,15,1.039090343
46,2,0.048883542
45,11,0.198171142
34,11,0.42529552
16,3,0.321939672
21,16,0.267547144
39,4,0.069624146
6,14,1.678425976
41,13,0.810192092
26,11,0.335249958
6,20,2.561376245
41,5,0.067753559
34,12,1.014529523
4,7,1.580236406
38,15,0.564341085
33,3,0.080077238
42,9,0.289838032
11,13,2.224769255
31,1,0.062660645
31,8,0.079629408
27,15,1.067310581
35,4,0.096268097
50,20,0.75253956
31,16,0.797911361
9,15,1.179537644
15,7,0.617731322
4,1,0.101715227
26,12,1.347069791
22,10,0.770778089
6,2,0.100092058
14,12,0.480526875
32,10,1.002907747
14,6,0.309650602
23,19,0.27520793
49,13,0.635021891
35,16,1.23470007
31,15,0.412132842
50,13,0.428153301
33,11,0.107239586
34,3,0.200807261
41,12,0.105321582
48,11,0.361794951
30,4,0.147257713
21,18,1.393815849
50,7,0.038684571
49,7,0.052956771
38,10,0.628464378
24,12,0.193762888
46,1,0.040557709
16,7,0.636379801
26,15,0.961306797
46,15,0.196690259
5,1,0.018082295
24,18,1.006670015
14,15,3.148935864
33,3,0.079753278
21,1,0.008049573
47,11,0.707688958
9,2,0.014071342
25,13,0.229666461
48,20,1.670241284
45,18,0.731623495
33,9,0.101106522
36,11,0.69341974
8,1,0.116347032
41,18,0.749115947
40,5,0.514529463
17,18,0.771316919
40,8,0.65259638
47,11,0.087771293
39,19,1.036590315
48,6,0.149513393
33,16,0.556252028
6,11,1.952141665
37,12,0.147361398
30,19,1.814298509
44,9,0.196257106
32,20,0.993511238
28,12,0.339704025
32,10,0.426077854
2,5,4.702730609
25,5,0.232724654
31,12,0.170660984
7,19,0.884219186
38,5,0.412147879
20,13,0.978869011
25,1,0.040795856
16,12,0.78472268
33,16,1.294094069
15,16,2.757183652
32,5,0.277720471
43,1,0.037715802
15,17,3.516204804
50,19,0.688632817
17,13,0.999756017
22,10,0.696306774
42,10,0.702766699
40,3,0.043963569
15,2,0.097380055
24,9,0.652376251
13,6,0.681940495
19,13,0.186369008
29,11,0.574209261
34,4,0.088510555
32,16,1.097704839
27,6,0.48119273
30,9,0.34512403
28,7,0.363515502
37,7,0.214180938
49,4,0.194203572
34,19,1.049398868
31,15,0.874856799
33,20,0.353844075
48,3,0.036161956
20,1,0.007872345
13,17,2.155664017
32,20,0.479053884
26,16,0.625108381
50,10,0.186154645
16,16,0.763730302
18,6,0.115380175
20,6,0.427224286
12,2,0.271550869
23,2,0.136537347
31,4,0.280749119
14,9,0.353034321
13,1,0.092335498
27,2,0.176135359
25,1,0.118740633
15,8,1.242675161
18,6,0.228340384
22,17,0.631654282
24,6,0.184402356
33,16,1.531913311
16,18,1.588871351
25,12,0.240298593
14,7,0.356368367
49,6,0.117845412
26,19,1.071443668
16,15,1.363266231
34,4,0.06677121
5,3,0.649062983
37,15,0.205593805
13,4,0.852270881
34,15,1.724872897
47,10,0.348596188
15,9,0.130214483
14,9,2.119984909
34,4,0.395663624
32,4,0.063156691
12,17,3.697618088
34,15,1.407679753
9,18,0.490683328
17,17,1.72747378
38,18,0.491211759
2,9,11.57409901
49,4,0.042598095
22,13,0.304375845
32,20,0.352949966
33,11,0.62887402
50,1,0.029707227
32,13,0.539911818
48,20,0.216149134
48,10,0.28468618
6,10,1.207242505
11,6,0.205388831
30,7,0.10417303
35,15,1.081592881
49,10,0.192840583
14,2,0.140448882
13,6,1.364874904
46,19,0.783734523
38,13,0.527102943
36,4,0.092988645
17,1,0.120431477
36,13,0.121755071
2,19,24.75727864
42,1,0.012342303
38,13,0.852895932
5,1,0.414882338
10,2,0.132514582
49,6,0.127932617
31,6,0.356208992
13,14,1.847885214
11,16,3.73091963
44,11,0.187681891
35,9,0.253094224
6,9,3.312158534
39,8,0.401814977
32,20,1.111177356
46,18,1.187441066
21,9,0.293891339
42,19,0.8577101
7,9,2.09725662
4,15,6.255170836
33,16,0.333919496
12,14,0.668683962
38,14,0.394926321
23,2,0.108356654
3,3,2.499575799
18,9,0.181626859
5,16,6.029959476
7,8,2.144659608
19,13,0.592296797
44,17,1.061393315
13,9,0.251689973
47,9,0.179737044
45,19,0.255750599
31,2,0.149300703
22,8,0.617246252
20,6,0.440417202
37,2,0.186907223
36,18,0.173810004
14,14,2.612318475
11,12,0.873725534
17,19,1.304348465
34,2,0.052301149
46,16,0.157502154
13,7,1.040258616
27,11,0.760915175
4,20,8.321879317
44,15,1.150739032
27,1,0.002298464
42,8,0.075640285
37,1,0.0118495
4,8,1.103330803
9,16,1.740885442
9,4,0.083943618
5,14,6.703743827
49,15,0.285330613
35,6,0.155227893
49,16,0.689967843
6,9,1.529826385
22,7,0.425848744
41,2,0.021068285
7,5,0.47951035
15,20,2.855343002
8,11,2.387267136
35,2,0.105811845
8,9,0.996156231
43,17,0.62183073
19,11,1.584771363
7,18,3.256992333
48,15,0.498777878
10,1,0.200804484
16,17,0.670512864
41,14,1.890795284
44,2,0.034496773
24,3,0.301205872
30,14,0.159005072
36,7,0.533218401
43,20,0.756829298
21,14,3.826695493
9,17,5.379111125
25,9,0.261580938
7,8,3.506651183
40,6,0.044349936
4,17,7.926858097
46,18,1.22296872
37,3,0.08727155
46,7,0.366688287
9,13,2.220291523
9,5,0.532826114
6,20,1.822062936
21,2,0.23080713
38,1,0.006110058
19,20,0.754343764
22,1,0.087430275
43,2,0.085939492
30,3,0.197451723
42,12,0.411500415
39,10,0.236902325
19,2,0.13003683
47,12,0.152063096
41,18,1.427900652
27,14,1.673806355
49,11,0.393237957
16,16,0.388595303
31,11,0.776754234
42,12,0.147698797
3,3,1.410858198
38,1,0.025157661
49,15,0.663457715
12,12,1.991472597
36,4,0.130535072
28,19,1.00676191
24,16,1.427454236
23,7,0.074883657
13,8,1.729069574
13,4,0.289384445
48,12,0.324235241
15,4,0.044213802
27,6,0.372186893
7,7,1.960177921
28,15,1.472208184
13,7,0.124221089
6,20,2.962794107
41,1,0.051177562
25,7,0.14256308
19,2,0.046260346
21,2,0.023554662
46,8,0.238336276
33,19,0.758411903
33,15,0.333288743
7,9,2.675006562
8,20,3.726165044
46,12,0.495668501
19,11,0.125552618
38,12,0.853260571
25,19,0.246644923
43,19,0.736074251
26,15,0.585752549
14,11,0.261258929
49,18,1.767459182
36,20,1.352829043
31,3,0.402155177
13,11,0.301176322
39,9,0.379697336
18,1,0.032643617
8,12,4.256690872
36,10,0.399651661
10,18,2.039268679
36,7,0.06270641
4,14,3.128296005
25,3,0.189613234
35,4,0.091580916
3,7,4.146612659
18,11,1.416038859
24,10,0.543402558
23,4,0.173125477
28,18,0.433791625
29,19,0.218207423
18,5,0.296869608
11,10,1.641944028
28,18,0.838208308
10,5,0.503889745
19,11,2.06661043
13,20,3.764494066
13,4,0.323544494
50,10,0.108817505
11,13,1.354172612
36,19,0.195403853
20,6,0.149635913
36,17,0.388867123
21,19,1.03937531
45,19,0.153801327
28,4,0.073653008
33,4,0.177098005
35,2,0.12712562
38,7,0.762018518
19,18,1.873716734
12,2,0.314896293
33,11,1.561082999
34,12,0.241861496
24,6,0.214370112
45,10,0.525336427
41,6,0.156786173
9,1,0.003135054
49,11,0.173441968
8,19,3.316729003
12,5,1.473540115
36,16,0.613452689
45,16,0.074133186
23,12,0.2023248
44,11,0.65546434
23,20,1.122200099
7,5,0.521751141
17,2,0.042554707
28,3,0.351001017
24,4,0.374797563
48,18,0.152653798
20,19,0.331706526
41,20,0.223407446
45,18,0.73208953
9,14,4.147450714
25,2,0.126507069
4,13,3.51810766
3,5,6.418614016
33,12,0.591554524
14,16,2.755665644
40,3,0.016183685
7,15,1.94771286
36,3,0.026745385
41,20,0.628286483
44,4,0.196351617
20,19,1.554577669
45,10,0.128970838
30,15,0.143817367
35,1,0.160081158
8,3,0.812762737
48,15,0.93210009
14,11,0.866148085
24,9,0.22332492
32,13,0.353290948
35,12,0.333957342
29,3,0.122066422
43,14,0.205156893
8,14,1.097025644
39,6,0.096730219
37,8,0.117755585
40,5,0.1546384
18,15,0.475145733
7,10,1.866733656
41,12,0.63174698
25,8,0.497214286
27,2,0.129186145
30,20,1.061646602
34,4,0.057754165
17,3,0.139655784
42,2,0.125290059
24,5,0.280035514
47,1,0.024400843
17,8,0.471859991
48,13,0.277444847
27,9,0.244010688
32,18,0.241623728
19,18,0.20621072
28,20,1.51282021
20,16,0.729403725
20,9,0.360399661
18,16,1.262571056
29,9,0.218297125
4,4,1.158601467
49,16,0.222378733
7,6,2.109254106
6,16,2.48230667
9,11,1.796850516
4,18,7.270173921
42,6,0.379143059
33,20,0.313492654
48,5,0.089557961
2,6,4.41135219
35,12,0.279423826
2,4,3.117416258
20,1,0.020417596
47,7,0.341314177
3,14,13.21370964
41,14,0.254816819
36,3,0.041633269
46,5,0.018586834
37,10,0.071623025
13,5,1.080235461
11,16,4.777676759
27,18,2.066432132
27,9,0.551666146
14,6,0.398421369
34,12,0.307581076
8,6,1.036602997
16,19,3.217547644
9,11,1.34864716
47,8,0.255303973
18,4,1.263607175
47,17,0.347874952
40,8,0.201024029
35,17,2.785496963
36,7,0.41658124
12,7,1.368135091
19,3,0.212155517
20,17,0.188026
6,20,5.432462318
38,7,0.199929608
50,16,0.105586611
17,15,1.501534425
44,3,0.126902695
35,5,0.124089323
18,13,2.271549713
49,18,0.569192963
43,4,0.055322618
14,13,1.396827677
28,3,0.367064415
15,11,0.163512033
17,19,2.357707166
4,8,5.775394782
3,13,3.039023074
25,10,0.36966377
35,7,0.40387503
14,7,1.493291356
47,14,1.09658044
24,8,0.883887611
23,11,0.252075876
14,5,0.66965139
27,14,0.216685612
21,17,0.404647196
34,1,0.030106181
47,19,0.544242572
37,18,0.991900544
37,16,0.080289124
39,15,0.225497451
38,8,0.101688453
26,13,0.920907345
9,7,0.701791999
20,12,0.915017836
8,7,2.814511399
41,5,0.107920714
43,11,0.162996899
7,1,0.154724203
27,14,1.028399783
8,18,1.060352307
38,5,0.078367346
3,8,4.069081922
14,11,1.032651973
48,6,0.114048836
4,18,1.123775292
12,11,1.997326888
29,15,0.16630183
29,5,0.235251357
42,18,0.853510723
50,13,0.149445174
34,11,0.51026715
38,9,0.092984659
9,11,1.529216281
20,19,0.398552477
5,6,1.48492832
38,11,0.503313011
41,17,0.228044265
20,8,0.562522463
14,1,0.308367817
21,14,1.313470914
42,10,0.206087899
45,13,0.290755614
18,20,2.195384447
30,20,0.410076376
28,9,0.651063851
17,2,0.456662577
42,7,0.475617184
28,8,0.215306977
27,7,0.363614179
48,2,0.057299451
46,3,0.082340326
34,9,0.567571207
50,4,0.162100127
11,3,1.213148067
48,18,0.7009206
50,4,0.101938013
27,10,0.221701316
8,1,0.037605043
36,2,0.007602171
43,3,0.056230862
28,9,0.122594182
12,9,1.121334877
11,4,0.715076319
33,9,0.058442459
36,1,0.001793709
45,17,0.192793054
44,15,1.145612193
10,19,2.357122671
20,8,0.146676178
34,19,0.378023413
23,19,0.306006948
49,15,0.09026735
38,14,1.130624021
34,5,0.622755535
36,14,1.027920313
7,14,2.204372904
49,3,0.091798269
28,6,0.101992234
39,18,0.609892026
7,14,0.989895076
26,11,0.317055383
16,6,0.209059149
28,4,0.110643075
32,20,2.03264387
45,4,0.074255486
16,18,1.663329556
11,7,1.492695428
28,1,0.012017219
40,4,0.140572484
25,12,0.77698553
48,20,0.471170635
34,1,0.022565892
48,8,0.231883434
36,5,0.077571513
20,4,0.530628803
16,20,1.546801253
31,12,0.236623905
2,12,3.823110722
19,3,0.058009329
34,1,0.008148818
45,15,0.559143422
16,12,1.467137738
15,12,0.34486693
25,4,0.044019604
29,18,0.422966776
24,19,0.481791791
44,4,0.027497719
6,12,5.214900066
29,4,0.065475104
35,9,0.36303316
20,16,1.288575048
24,7,0.476692321
39,20,1.376883132
24,4,0.097693866
33,17,1.611741128
10,20,3.063055721
5,15,2.95568765
2,2,1.929024054
26,11,0.188028809
15,11,1.609104885
50,6,0.037909619
16,3,0.16867238
50,4,0.111904571
34,6,0.131541765
8,9,0.617948459
13,7,1.167775207
10,19,2.30794252
39,19,0.375945666
7,5,0.533663579
26,10,0.636958028
22,9,0.321563375
40,1,0.02357288
15,17,0.414919769
40,7,0.285856068
19,7,0.195424107
27,17,0.795725183
20,18,0.417819652
40,4,0.101090614
20,5,0.248007813
10,9,0.306565803
8,8,1.271891737
28,17,0.818348546
28,2,0.017297211
44,17,0.454313057
19,4,0.440427956
14,13,1.296909865
16,15,0.9342003
15,7,1.595370276
28,11,0.921787301
47,7,0.128646361
17,20,1.377336271
8,6,1.300310207
20,9,0.684994812
38,20,0.348296831
8,1,0.063566556
16,17,0.395829197
12,10,0.465359628
18,18,2.461541979
21,3,0.059463944
27,7,0.193721624
29,13,0.739280599
40,3,0.156349757
39,6,0.274222345
34,12,1.184684783
19,14,2.310752365
19,13,0.495594972
22,11,0.455528939
29,2,0.028408836
12,12,0.621779356
6,11,4.519680224
6,9,1.921308692
31,14,1.879845117
13,1,0.009182778
33,19,1.017688103
5,3,0.136759779
16,16,1.213185359
37,15,1.053749417
41,16,0.329557776
9,14,1.987693557
6,18,10.62103291
39,17,0.252873229
28,16,0.82268967
25,4,0.424591117
19,10,1.090489842
39,8,0.203335559
35,9,0.07866302
43,15,0.707730276
7,13,1.309370386
27,8,0.209352045
50,4,0.028261782
24,17,0.086087077
36,7,0.082689
14,6,0.536408201
17,20,2.533034848
29,20,1.450257062
31,16,1.274000155
33,19,1.067558481
21,20,0.91671075
24,16,0.568032185
7,3,1.020050713
49,9,0.62525698
28,4,0.149330288
23,9,0.584689427
18,6,0.834884652
32,6,0.296633696
29,20,0.38334069
13,17,2.377958347
23,19,0.573672894
49,19,0.906490038
46,12,0.571184078
36,19,0.017063033
22,1,0.011972956
5,14,5.621039961
24,8,0.236851114
24,18,1.29807932
3,13,6.159169564
3,9,2.813499481
34,16,1.24604913
33,9,0.48715812
12,12,0.28729437
41,18,0.510970983
40,14,0.146903392
30,5,0.171578359
10,4,0.050763505
5,10,1.806770646
36,15,1.655043733
4,10,4.826161163
47,7,0.237209982
2,17,7.133405455
50,4,0.076630727
20,2,0.044484756
38,4,0.326963457
11,1,0.044533121
43,1,0.011677365
32,5,0.096419689
48,19,1.702682179
31,17,1.438740366
3,8,5.523560959
45,19,0.279354515
49,10,0.125854972
35,18,1.146706945
50,11,0.409720283
33,3,0.18564892
31,4,0.058755796
13,2,0.048459366
48,3,0.025192921
38,9,0.759024882
50,18,0.75541889
9,16,0.335285315
38,16,0.178470806
48,12,0.770981427
8,8,0.721158996
42,1,0.063377221
9,18,3.115652326
35,19,1.046246468
30,17,1.605491667
18,17,1.276604049
17,10,1.366276669
30,1,0.063697707
18,17,1.82637577
20,16,1.544845072
20,7,0.216045386
30,15,0.809221118
49,11,0.41957645
27,19,0.261253588
37,16,0.781584108
39,6,0.485484346
31,5,0.167654492
41,20,0.278780388
9,3,0.48742885
17,6,1.291531645
31,9,0.285640151
46,4,0.18077778
36,5,0.115710874
49,9,0.125490713
44,13,0.090143101
5,6,2.425267359
3,6,1.345075005
28,10,0.241533791
40,5,0.132565591
48,18,0.192099556
45,7,0.375775505
28,16,0.566788235
44,11,0.220919281
32,2,0.026613279
13,14,0.319536971
24,16,0.706948321
41,6,0.035044262
5,1,0.153858176
5,3,0.543018205
10,6,1.556184621
15,7,0.137434708
20,3,0.046208359
42,6,0.341034977
9,11,1.694031142
27,15,1.428399525
16,13,0.497483615
48,5,0.039713554
31,9,0.701264115
3,14,1.21599072
42,4,0.048280701
31,16,1.536404129
21,14,2.146900753
30,13,0.147872025
33,20,1.220040833
8,12,8.46489002
25,5,0.6924698
36,4,0.289544344
2,2,3.484777224
48,8,0.07206782
41,10,0.471044037
8,18,1.493097744
14,15,3.100917028
30,17,0.336731987
39,8,0.143375621
38,16,0.109020034
12,5,0.679356153
8,15,4.541669636
39,6,0.372887539
19,20,1.151040901
8,8,0.451764233
39,13,0.300028738
23,17,1.520207128
21,17,0.558276748
23,16,0.513405791
10,8,0.739696841
40,3,0.043531878
16,11,1.762516446
9,4,0.489985665
33,18,0.397146636
13,20,4.21976276
28,15,1.663510502
23,4,0.20406321
25,11,0.741918207
40,20,1.947330692
10,8,0.457111282
11,15,1.383631736
41,19,1.735028226
36,4,0.121062448
48,13,0.303345881
30,19,0.241178622
31,11,0.175994787
11,11,0.610119054
48,16,0.272830024
45,15,0.141069496
43,10,0.066848899
11,17,1.633766539
33,13,0.260248128
43,11,0.152407001
27,2,0.011154124
12,17,1.401343987
41,7,0.247119551
32,20,0.571684327
47,3,0.298973424
49,17,0.757554969
39,6,0.255829915
37,20,1.005196077
45,7,0.144716996
3,5,4.671016046
31,3,0.051627679
7,2,0.106874816
43,6,0.300527147
42,2,0.134539574
8,18,1.126260216
28,18,1.670215708
33,3,0.108368084
30,5,0.332619656
33,7,0.500970845
41,11,0.273219537
41,14,0.602742597
32,4,0.336371171
5,12,1.736070261
43,7,0.070919309
40,18,0.388948156
38,7,0.298918939
17,6,1.183859933
22,13,1.344007822
23,6,0.114965052
47,7,0.072514772
47,5,0.211156144
9,2,0.239718726
27,12,0.271606913
20,17,0.488442785
37,8,0.195385471
22,14,1.371921805
47,12,0.579654836
10,9,0.744058551
46,14,0.436038148
41,3,0.203983918
14,19,3.506839745
14,12,1.163258391
5,3,1.439252367
13,10,0.270518475
16,6,0.686339126
38,16,0.151971283
46,1,0.006772819
33,6,0.104765057
43,18,1.205057509
15,1,0.007310468
28,10,0.802643163
29,16,0.84645287
14,7,1.481792789
22,2,0.385650787
49,6,0.053084875
26,17,0.618708995
6,12,2.697613986
12,15,0.904421545
38,7,0.09554042
25,17,1.713068964
34,12,0.172531376
28,8,0.122121454
33,11,0.234360811
20,2,0.096770621
31,10,0.906024905
8,20,1.731206908
30,6,0.556983303
18,19,1.987966995
13,12,2.250511911
31,2,0.033432828
37,6,0.05687963
47,1,0.024384265
45,14,0.825283157
9,8,0.222502096
